component_name,unit_name,operand_name,current_state,event_type,route_path,http_method,next_state,description
catalog,workflow,initialize,RESTARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for workflow from RESTARTED to TERMINATED
catalog,workflow,initialize,RESTARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for workflow from RESTARTED to PAUSED
catalog,workflow,initialize,RESTARTED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for workflow from RESTARTED to CONTINUED
catalog,step,initialize,REQUESTED,CatalogInitializeRegistered,/catalog/initialize,POST,REGISTERED,Initialize Catalog for step from REQUESTED to REGISTERED
catalog,step,initialize,REQUESTED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for step from REQUESTED to CANCELED
catalog,step,initialize,REGISTERED,CatalogInitializeStarted,/catalog/initialize,POST,STARTED,Initialize Catalog for step from REGISTERED to STARTED
catalog,step,initialize,REGISTERED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for step from REGISTERED to CANCELED
catalog,step,initialize,STARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for step from STARTED to FAILED
catalog,step,initialize,STARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for step from STARTED to COMPLETED
catalog,step,initialize,STARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for step from STARTED to TERMINATED
catalog,step,initialize,STARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for step from STARTED to PAUSED
catalog,step,initialize,FAILED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for step from FAILED to RESTARTED
catalog,step,initialize,TERMINATED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for step from TERMINATED to RESTARTED
catalog,step,initialize,PAUSED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for step from PAUSED to COMPLETED
catalog,step,initialize,PAUSED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for step from PAUSED to TERMINATED
catalog,step,initialize,PAUSED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for step from PAUSED to CONTINUED
catalog,step,initialize,CONTINUED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for step from CONTINUED to FAILED
catalog,step,initialize,CONTINUED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for step from CONTINUED to COMPLETED
catalog,step,initialize,CONTINUED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for step from CONTINUED to TERMINATED
catalog,step,initialize,CONTINUED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for step from CONTINUED to PAUSED
catalog,step,initialize,RESTARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for step from RESTARTED to FAILED
catalog,step,initialize,RESTARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for step from RESTARTED to COMPLETED
catalog,step,initialize,RESTARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for step from RESTARTED to TERMINATED
catalog,step,initialize,RESTARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for step from RESTARTED to PAUSED
catalog,step,initialize,RESTARTED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for step from RESTARTED to CONTINUED
catalog,task,initialize,REQUESTED,CatalogInitializeRegistered,/catalog/initialize,POST,REGISTERED,Initialize Catalog for task from REQUESTED to REGISTERED
catalog,task,initialize,REQUESTED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for task from REQUESTED to CANCELED
catalog,task,initialize,REGISTERED,CatalogInitializeStarted,/catalog/initialize,POST,STARTED,Initialize Catalog for task from REGISTERED to STARTED
catalog,task,initialize,REGISTERED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for task from REGISTERED to CANCELED
catalog,task,initialize,STARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for task from STARTED to FAILED
catalog,task,initialize,STARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for task from STARTED to COMPLETED
catalog,task,initialize,STARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for task from STARTED to TERMINATED
catalog,task,initialize,STARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for task from STARTED to PAUSED
catalog,task,initialize,FAILED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for task from FAILED to RESTARTED
catalog,task,initialize,TERMINATED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for task from TERMINATED to RESTARTED
catalog,task,initialize,PAUSED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for task from PAUSED to COMPLETED
catalog,task,initialize,PAUSED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for task from PAUSED to TERMINATED
catalog,task,initialize,PAUSED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for task from PAUSED to CONTINUED
catalog,task,initialize,CONTINUED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for task from CONTINUED to FAILED
catalog,task,initialize,CONTINUED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for task from CONTINUED to COMPLETED
catalog,task,initialize,CONTINUED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for task from CONTINUED to TERMINATED
catalog,task,initialize,CONTINUED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for task from CONTINUED to PAUSED
catalog,task,initialize,RESTARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for task from RESTARTED to FAILED
catalog,task,initialize,RESTARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for task from RESTARTED to COMPLETED
catalog,task,initialize,RESTARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for task from RESTARTED to TERMINATED
catalog,task,initialize,RESTARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for task from RESTARTED to PAUSED
catalog,task,initialize,RESTARTED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for task from RESTARTED to CONTINUED
catalog,action,initialize,REQUESTED,CatalogInitializeRegistered,/catalog/initialize,POST,REGISTERED,Initialize Catalog for action from REQUESTED to REGISTERED
catalog,action,initialize,REQUESTED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for action from REQUESTED to CANCELED
catalog,action,initialize,REGISTERED,CatalogInitializeStarted,/catalog/initialize,POST,STARTED,Initialize Catalog for action from REGISTERED to STARTED
catalog,action,initialize,REGISTERED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for action from REGISTERED to CANCELED
catalog,action,initialize,STARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for action from STARTED to FAILED
catalog,action,initialize,STARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for action from STARTED to COMPLETED
catalog,action,initialize,STARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for action from STARTED to TERMINATED
catalog,action,initialize,STARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for action from STARTED to PAUSED
catalog,action,initialize,FAILED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for action from FAILED to RESTARTED
catalog,action,initialize,TERMINATED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for action from TERMINATED to RESTARTED
catalog,action,initialize,PAUSED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for action from PAUSED to COMPLETED
catalog,action,initialize,PAUSED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for action from PAUSED to TERMINATED
catalog,action,initialize,PAUSED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for action from PAUSED to CONTINUED
catalog,action,initialize,CONTINUED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for action from CONTINUED to FAILED
catalog,action,initialize,CONTINUED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for action from CONTINUED to COMPLETED
catalog,action,initialize,CONTINUED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for action from CONTINUED to TERMINATED
catalog,action,initialize,CONTINUED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for action from CONTINUED to PAUSED
catalog,action,initialize,RESTARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for action from RESTARTED to FAILED
catalog,action,initialize,RESTARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for action from RESTARTED to COMPLETED
catalog,action,initialize,RESTARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for action from RESTARTED to TERMINATED
catalog,action,initialize,RESTARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for action from RESTARTED to PAUSED
catalog,action,initialize,RESTARTED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for action from RESTARTED to CONTINUED
catalog,cursor,initialize,REQUESTED,CatalogInitializeRegistered,/catalog/initialize,POST,REGISTERED,Initialize Catalog for cursor from REQUESTED to REGISTERED
catalog,cursor,initialize,REQUESTED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for cursor from REQUESTED to CANCELED
catalog,cursor,initialize,REGISTERED,CatalogInitializeStarted,/catalog/initialize,POST,STARTED,Initialize Catalog for cursor from REGISTERED to STARTED
catalog,cursor,initialize,REGISTERED,CatalogInitializeCanceled,/catalog/initialize,POST,CANCELED,Initialize Catalog for cursor from REGISTERED to CANCELED
catalog,cursor,initialize,STARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for cursor from STARTED to FAILED
catalog,cursor,initialize,STARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for cursor from STARTED to COMPLETED
catalog,cursor,initialize,STARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for cursor from STARTED to TERMINATED
result,task,initialize,STARTED,ResultInitializePaused,/result/initialize,POST,PAUSED,Initialize Result for task from STARTED to PAUSED
catalog,cursor,initialize,STARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for cursor from STARTED to PAUSED
catalog,cursor,initialize,FAILED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for cursor from FAILED to RESTARTED
catalog,cursor,initialize,TERMINATED,CatalogInitializeRestarted,/catalog/initialize,POST,RESTARTED,Initialize Catalog for cursor from TERMINATED to RESTARTED
catalog,cursor,initialize,PAUSED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for cursor from PAUSED to COMPLETED
catalog,cursor,initialize,PAUSED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for cursor from PAUSED to TERMINATED
catalog,cursor,initialize,PAUSED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for cursor from PAUSED to CONTINUED
catalog,cursor,initialize,CONTINUED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for cursor from CONTINUED to FAILED
catalog,cursor,initialize,CONTINUED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for cursor from CONTINUED to COMPLETED
catalog,cursor,initialize,CONTINUED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for cursor from CONTINUED to TERMINATED
catalog,cursor,initialize,CONTINUED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for cursor from CONTINUED to PAUSED
catalog,cursor,initialize,RESTARTED,CatalogInitializeFailed,/catalog/initialize,POST,FAILED,Initialize Catalog for cursor from RESTARTED to FAILED
catalog,cursor,initialize,RESTARTED,CatalogInitializeCompleted,/catalog/initialize,POST,COMPLETED,Initialize Catalog for cursor from RESTARTED to COMPLETED
catalog,cursor,initialize,RESTARTED,CatalogInitializeTerminated,/catalog/initialize,POST,TERMINATED,Initialize Catalog for cursor from RESTARTED to TERMINATED
catalog,cursor,initialize,RESTARTED,CatalogInitializePaused,/catalog/initialize,POST,PAUSED,Initialize Catalog for cursor from RESTARTED to PAUSED
catalog,cursor,initialize,RESTARTED,CatalogInitializeContinued,/catalog/initialize,POST,CONTINUED,Initialize Catalog for cursor from RESTARTED to CONTINUED
workload,workflow,initialize,REQUESTED,WorkloadInitializeRegistered,/workload/initialize,POST,REGISTERED,Initialize Workload for workflow from REQUESTED to REGISTERED
workload,workflow,initialize,REQUESTED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for workflow from REQUESTED to CANCELED
workload,workflow,initialize,REGISTERED,WorkloadInitializeStarted,/workload/initialize,POST,STARTED,Initialize Workload for workflow from REGISTERED to STARTED
workload,workflow,initialize,REGISTERED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for workflow from REGISTERED to CANCELED
workload,workflow,initialize,STARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for workflow from STARTED to FAILED
workload,workflow,initialize,STARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for workflow from STARTED to COMPLETED
workload,workflow,initialize,STARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for workflow from STARTED to TERMINATED
workload,workflow,initialize,STARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for workflow from STARTED to PAUSED
workload,workflow,initialize,FAILED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for workflow from FAILED to RESTARTED
workload,workflow,initialize,TERMINATED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for workflow from TERMINATED to RESTARTED
workload,workflow,initialize,PAUSED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for workflow from PAUSED to COMPLETED
workload,workflow,initialize,PAUSED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for workflow from PAUSED to TERMINATED
workload,workflow,initialize,PAUSED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for workflow from PAUSED to CONTINUED
workload,workflow,initialize,CONTINUED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for workflow from CONTINUED to FAILED
workload,workflow,initialize,CONTINUED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for workflow from CONTINUED to COMPLETED
workload,workflow,initialize,CONTINUED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for workflow from CONTINUED to TERMINATED
workload,workflow,initialize,CONTINUED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for workflow from CONTINUED to PAUSED
workload,workflow,initialize,RESTARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for workflow from RESTARTED to FAILED
workload,workflow,initialize,RESTARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for workflow from RESTARTED to COMPLETED
workload,workflow,initialize,RESTARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for workflow from RESTARTED to TERMINATED
workload,workflow,initialize,RESTARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for workflow from RESTARTED to PAUSED
workload,workflow,initialize,RESTARTED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for workflow from RESTARTED to CONTINUED
workload,step,initialize,REQUESTED,WorkloadInitializeRegistered,/workload/initialize,POST,REGISTERED,Initialize Workload for step from REQUESTED to REGISTERED
workload,step,initialize,REQUESTED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for step from REQUESTED to CANCELED
workload,step,initialize,REGISTERED,WorkloadInitializeStarted,/workload/initialize,POST,STARTED,Initialize Workload for step from REGISTERED to STARTED
workload,step,initialize,REGISTERED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for step from REGISTERED to CANCELED
workload,step,initialize,STARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for step from STARTED to FAILED
workload,step,initialize,STARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for step from STARTED to COMPLETED
workload,step,initialize,STARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for step from STARTED to TERMINATED
workload,step,initialize,STARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for step from STARTED to PAUSED
workload,step,initialize,FAILED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for step from FAILED to RESTARTED
workload,step,initialize,TERMINATED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for step from TERMINATED to RESTARTED
workload,step,initialize,PAUSED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for step from PAUSED to COMPLETED
workload,step,initialize,PAUSED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for step from PAUSED to TERMINATED
workload,step,initialize,PAUSED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for step from PAUSED to CONTINUED
workload,step,initialize,CONTINUED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for step from CONTINUED to FAILED
workload,step,initialize,CONTINUED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for step from CONTINUED to COMPLETED
workload,step,initialize,CONTINUED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for step from CONTINUED to TERMINATED
workload,step,initialize,CONTINUED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for step from CONTINUED to PAUSED
workload,step,initialize,RESTARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for step from RESTARTED to FAILED
workload,step,initialize,RESTARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for step from RESTARTED to COMPLETED
workload,step,initialize,RESTARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for step from RESTARTED to TERMINATED
workload,step,initialize,RESTARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for step from RESTARTED to PAUSED
workload,step,initialize,RESTARTED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for step from RESTARTED to CONTINUED
workload,task,initialize,REQUESTED,WorkloadInitializeRegistered,/workload/initialize,POST,REGISTERED,Initialize Workload for task from REQUESTED to REGISTERED
workload,task,initialize,REQUESTED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for task from REQUESTED to CANCELED
workload,task,initialize,REGISTERED,WorkloadInitializeStarted,/workload/initialize,POST,STARTED,Initialize Workload for task from REGISTERED to STARTED
workload,task,initialize,REGISTERED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for task from REGISTERED to CANCELED
workload,task,initialize,STARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for task from STARTED to FAILED
workload,task,initialize,STARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for task from STARTED to COMPLETED
workload,task,initialize,STARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for task from STARTED to TERMINATED
workload,task,initialize,STARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for task from STARTED to PAUSED
workload,task,initialize,FAILED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for task from FAILED to RESTARTED
workload,task,initialize,TERMINATED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for task from TERMINATED to RESTARTED
workload,task,initialize,PAUSED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for task from PAUSED to COMPLETED
workload,task,initialize,PAUSED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for task from PAUSED to TERMINATED
workload,task,initialize,PAUSED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for task from PAUSED to CONTINUED
workload,task,initialize,CONTINUED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for task from CONTINUED to FAILED
workload,task,initialize,CONTINUED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for task from CONTINUED to COMPLETED
workload,task,initialize,CONTINUED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for task from CONTINUED to TERMINATED
workload,task,initialize,CONTINUED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for task from CONTINUED to PAUSED
workload,task,initialize,RESTARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for task from RESTARTED to FAILED
workload,task,initialize,RESTARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for task from RESTARTED to COMPLETED
workload,task,initialize,RESTARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for task from RESTARTED to TERMINATED
workload,task,initialize,RESTARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for task from RESTARTED to PAUSED
workload,task,initialize,RESTARTED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for task from RESTARTED to CONTINUED
workload,action,initialize,REQUESTED,WorkloadInitializeRegistered,/workload/initialize,POST,REGISTERED,Initialize Workload for action from REQUESTED to REGISTERED
workload,action,initialize,REQUESTED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for action from REQUESTED to CANCELED
workload,action,initialize,REGISTERED,WorkloadInitializeStarted,/workload/initialize,POST,STARTED,Initialize Workload for action from REGISTERED to STARTED
workload,action,initialize,REGISTERED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for action from REGISTERED to CANCELED
workload,action,initialize,STARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for action from STARTED to FAILED
workload,action,initialize,STARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for action from STARTED to COMPLETED
workload,action,initialize,STARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for action from STARTED to TERMINATED
workload,action,initialize,STARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for action from STARTED to PAUSED
workload,action,initialize,FAILED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for action from FAILED to RESTARTED
workload,action,initialize,TERMINATED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for action from TERMINATED to RESTARTED
workload,action,initialize,PAUSED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for action from PAUSED to COMPLETED
workload,action,initialize,PAUSED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for action from PAUSED to TERMINATED
workload,action,initialize,PAUSED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for action from PAUSED to CONTINUED
workload,action,initialize,CONTINUED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for action from CONTINUED to FAILED
workload,action,initialize,CONTINUED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for action from CONTINUED to COMPLETED
workload,action,initialize,CONTINUED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for action from CONTINUED to TERMINATED
workload,action,initialize,CONTINUED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for action from CONTINUED to PAUSED
workload,action,initialize,RESTARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for action from RESTARTED to FAILED
workload,action,initialize,RESTARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for action from RESTARTED to COMPLETED
workload,action,initialize,RESTARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for action from RESTARTED to TERMINATED
workload,action,initialize,RESTARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for action from RESTARTED to PAUSED
workload,action,initialize,RESTARTED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for action from RESTARTED to CONTINUED
workload,cursor,initialize,REQUESTED,WorkloadInitializeRegistered,/workload/initialize,POST,REGISTERED,Initialize Workload for cursor from REQUESTED to REGISTERED
workload,cursor,initialize,REQUESTED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for cursor from REQUESTED to CANCELED
workload,cursor,initialize,REGISTERED,WorkloadInitializeStarted,/workload/initialize,POST,STARTED,Initialize Workload for cursor from REGISTERED to STARTED
workload,cursor,initialize,REGISTERED,WorkloadInitializeCanceled,/workload/initialize,POST,CANCELED,Initialize Workload for cursor from REGISTERED to CANCELED
workload,cursor,initialize,STARTED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for cursor from STARTED to FAILED
workload,cursor,initialize,STARTED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for cursor from STARTED to COMPLETED
workload,cursor,initialize,STARTED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for cursor from STARTED to TERMINATED
workload,cursor,initialize,STARTED,WorkloadInitializePaused,/workload/initialize,POST,PAUSED,Initialize Workload for cursor from STARTED to PAUSED
workload,cursor,initialize,FAILED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for cursor from FAILED to RESTARTED
workload,cursor,initialize,TERMINATED,WorkloadInitializeRestarted,/workload/initialize,POST,RESTARTED,Initialize Workload for cursor from TERMINATED to RESTARTED
workload,cursor,initialize,PAUSED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for cursor from PAUSED to COMPLETED
workload,cursor,initialize,PAUSED,WorkloadInitializeTerminated,/workload/initialize,POST,TERMINATED,Initialize Workload for cursor from PAUSED to TERMINATED
workload,cursor,initialize,PAUSED,WorkloadInitializeContinued,/workload/initialize,POST,CONTINUED,Initialize Workload for cursor from PAUSED to CONTINUED
workload,cursor,initialize,CONTINUED,WorkloadInitializeFailed,/workload/initialize,POST,FAILED,Initialize Workload for cursor from CONTINUED to FAILED
workload,cursor,initialize,CONTINUED,WorkloadInitializeCompleted,/workload/initialize,POST,COMPLETED,Initialize Workload for cursor from CONTINUED to COMPLETED
